X,Y,Z
-0.072908,3.384,4.4741
-0.067061,3.368826,4.468582
-0.071995,3.367377,4.469888
-0.06261,3.371665,4.468044
-0.059079,3.375616,4.468326
-0.056812,3.380292,4.469404
-0.056033,3.385235,4.471168
-0.056817,3.389962,4.473449
-0.059088,3.39401,4.476022
-0.062623,3.396982,4.478634
-0.067076,3.398588,4.481033
-0.072012,3.398671,4.48298
-0.076947,3.397222,4.484287
-0.081397,3.394382,4.484825
-0.084929,3.390432,4.484541
-0.087195,3.385756,4.483465
-0.087974,3.380813,4.4817
-0.08719,3.376086,4.47942
-0.084919,3.372038,4.476847
-0.081384,3.369066,4.474234
-0.076931,3.367459,4.471836
-0.059977,3.353187,4.46827
-0.069363,3.35043,4.470756
-0.05151,3.358586,4.467247
-0.044794,3.366101,4.467785
-0.040483,3.374995,4.469834
-0.039001,3.384398,4.473191
-0.040493,3.393389,4.477529
-0.044812,3.401089,4.482422
-0.051536,3.406743,4.487392
-0.060006,3.409797,4.491952
-0.069394,3.409954,4.495657
-0.07878,3.407198,4.498143
-0.087246,3.401798,4.499167
-0.093963,3.394283,4.498629
-0.098274,3.385389,4.49658
-0.099756,3.375986,4.493223
-0.098264,3.366995,4.488885
-0.093945,3.359296,4.483992
-0.087221,3.353642,4.479022
-0.078751,3.350587,4.47446
-0.052349,3.338611,4.473197
-0.065269,3.334817,4.476619
-0.040697,3.346044,4.471788
-0.031452,3.356387,4.47253
-0.025518,3.368629,4.475348
-0.023479,3.38157,4.47997
-0.025532,3.393945,4.485939
-0.031477,3.404543,4.492675
-0.040731,3.412325,4.499516
-0.05239,3.416529,4.505794
-0.065311,3.416745,4.510892
-0.078231,3.412951,4.514314
-0.089883,3.405519,4.515722
-0.099128,3.395176,4.514981
-0.105061,3.382934,4.512162
-0.107101,3.369992,4.507541
-0.105048,3.357617,4.501571
-0.099103,3.34702,4.494836
-0.089848,3.339239,4.487995
-0.07819,3.335033,4.481718
-0.044925,3.326528,4.48288
-0.060113,3.322068,4.486902
-0.031227,3.335265,4.481224
-0.020358,3.347424,4.482095
-0.013384,3.361815,4.485409
-0.010986,3.377029,4.490841
-0.0134,3.391577,4.497859
-0.020388,3.404034,4.505777
-0.031267,3.413183,4.51382
-0.044973,3.418126,4.521199
-0.060163,3.41838,4.527193
-0.07535,3.41392,4.531215
-0.089049,3.405183,4.532871
-0.099917,3.393023,4.532
-0.106892,3.378632,4.528685
-0.109289,3.363419,4.523253
-0.106876,3.34887,4.516235
-0.099887,3.336412,4.508317
-0.089008,3.327264,4.500275
-0.075302,3.322321,4.492896
-0.038431,3.318118,4.496371
-0.0544,3.313428,4.500599
-0.024028,3.327305,4.494629
-0.0126,3.34009,4.495545
-0.005267,3.355221,4.49903
-0.002745,3.371218,4.504741
-0.005283,3.386515,4.512121
-0.012631,3.399614,4.520446
-0.024071,3.409232,4.528902
-0.038481,3.41443,4.536661
-0.054453,3.414697,4.542964
-0.070422,3.410007,4.547192
-0.084825,3.400821,4.548934
-0.096253,3.388036,4.548018
-0.103586,3.372904,4.544534
-0.106108,3.356907,4.538822
-0.10357,3.341611,4.531442
-0.096222,3.328512,4.523117
-0.084783,3.318893,4.51466
-0.070372,3.313696,4.506902
-0.033503,3.314205,4.512349
-0.0544,3.313428,4.500599
-0.038431,3.318118,4.496371
-0.04869,3.309746,4.51637
-0.019805,3.322943,4.510692
-0.024028,3.327305,4.494629
-0.008936,3.335102,4.511563
-0.0126,3.34009,4.495545
-0.001962,3.349493,4.514877
-0.005267,3.355221,4.49903
0.000436,3.364707,4.520309
-0.002745,3.371218,4.504741
-0.001977,3.379255,4.527328
-0.005283,3.386515,4.512121
-0.008966,3.391713,4.535245
-0.012631,3.399614,4.520446
-0.019845,3.400861,4.543287
-0.024071,3.409232,4.528902
-0.033551,3.405804,4.550667
-0.038481,3.41443,4.536661
-0.048741,3.406058,4.556661
-0.054453,3.414697,4.542964
-0.063928,3.401598,4.560683
-0.070422,3.410007,4.547192
-0.077626,3.392861,4.562339
-0.084825,3.400821,4.548934
-0.088495,3.380702,4.561468
-0.096253,3.388036,4.548018
-0.095469,3.36631,4.558154
-0.103586,3.372904,4.544534
-0.097867,3.351097,4.552722
-0.106108,3.356907,4.538822
-0.095454,3.336548,4.545703
-0.10357,3.341611,4.531442
-0.088465,3.324091,4.537786
-0.096222,3.328512,4.523117
-0.077586,3.314943,4.529743
-0.084783,3.318893,4.51466
-0.06388,3.31,4.522365
-0.070372,3.313696,4.506902
-0.030623,3.315174,4.529249
-0.043542,3.311381,4.532671
-0.01897,3.322607,4.527841
-0.009725,3.33295,4.528582
-0.003792,3.345191,4.531401
-0.001752,3.358133,4.536022
-0.003806,3.370508,4.541992
-0.00975,3.381105,4.548728
-0.019005,3.388887,4.555568
-0.030663,3.393093,4.561846
-0.043585,3.393308,4.566944
-0.056504,3.389515,4.570365
-0.068156,3.382082,4.571774
-0.077402,3.371739,4.571033
-0.083334,3.359497,4.568214
-0.085374,3.346555,4.563593
-0.083321,3.33418,4.557623
-0.077376,3.323583,4.550888
-0.068122,3.315801,4.544046
-0.056463,3.311596,4.53777
-0.030073,3.320928,4.54542
-0.039459,3.318171,4.547905
-0.021607,3.326328,4.544396
-0.01489,3.333842,4.544934
-0.010579,3.342736,4.546983
-0.009097,3.352139,4.55034
-0.010589,3.36113,4.554677
-0.014908,3.36883,4.559571
-0.021632,3.374484,4.564541
-0.030102,3.377538,4.569102
-0.03949,3.377696,4.572806
-0.048876,3.374939,4.575292
-0.057343,3.369539,4.576316
-0.06406,3.362025,4.575778
-0.06837,3.35313,4.573729
-0.069852,3.343727,4.570372
-0.06836,3.334736,4.566034
-0.064041,3.327037,4.561141
-0.057317,3.321383,4.55617
-0.048847,3.318328,4.55161
-0.031907,3.330904,4.559276
-0.036842,3.329454,4.560583
-0.027456,3.333743,4.558738
-0.023925,3.337693,4.559021
-0.021658,3.342369,4.560098
-0.02088,3.347312,4.561862
-0.021664,3.352039,4.564143
-0.023934,3.356087,4.566716
-0.027469,3.359059,4.569329
